filename,title,text,date,topic,industry,region,topic_bool
2796, ipo file xome surgic product inc, compani name xome surgic product inc nasdaq stock symbol xomd estim price rang shr total class share offer million shr outstand ipo lead underwrit alex brown son underwrit allot shr busi develop manufactur market surgic product use ear nose throat specialist use proce repay outstand debt redempt prefer stock work capit gener corpor purpos financi data net sale net incom n n,1996-08-20,C17;C171;CCAT;,I37200;,USA;,1
2797, cm bank approv merger hibernia, hibernia corp said tuesday cm bank hold co sharehold approv compani merger hibernia corp merger expect becom effect august hibernia said cm bank parent calcasieu marin nation bank million asset bank locat louisiana compani said,1996-08-20,C18;C181;CCAT;,I81402;,USA;,1
2798, ramsay name bert cibran presid coo, ramsay health care inc said tuesday name bert cibran presid chief oper offic succeed reynold jen continu execut vice presid presid compani behavior hospit divis jen resign director compani effect august compani said recent cibran presid chief oper offic florida oper physician corp america ramsay behavior health servic compani also said name carol lang vice presid chief financi offic replac daniel sim move florida branch compani ramsay said lang current presid healthlink enterpris inc financi advisori consult compani focus healthcar industri,1996-08-20,C41;C411;CCAT;,I95100;,USA;,1
2799, crown pacif buy garka mill facil, crown pacif partner l p said agre buy marysvil wash sawmil garka mill co inc million acquisit expect close septemb plan capit improv program complet facil employ peopl includ personnel current employ crown pacif suppli mill log acr timberland locat skagit valley olymp peninsula washington state,1996-08-20,C18;C182;CCAT;,I02000;,USA;,1
2800, nyc councilman urg school switch coal, new york citi councilman tuesday said tri get board educ approv faster less costli plan switch school natur ga coal cut pollut save money say board educ studi issu year israel ruiz said citi council mayor rudolph giuliani gov georg pataki support plan consolid edison co convert school capit budget school construct million fiscal year util would need million begin convers councilman said explain rest program cost would met fee per therm school would pay fund one therm equival british thermal unit ruiz said would cost convert school less differ plan citi explor ad brooklyn union ga contact see also would interest convert school area serv similar term use con edison switch one third citi coal burn school would ensur convert swiftli board educ anoth studi ask potenti supplier propos agenc propos make sure udnerstand mayor citi council governor want get done ruiz ad new york citi burn ton coal school still use heat method joan gralla,1996-08-20,C24;CCAT;GCAT;GENV;,I16100;I16200;,ISRAEL;USA;,1
2801, lenox polym ltd profit vs loss, three month end may may sale incom total revenu total expens net incom loss earn loss per common share avg shr nine month end may may sale incom total revenu total expens net incom loss earn loss per common share avg shr chicago newsdesk,1996-08-20,C15;C151;CCAT;,I25120;,CANA;USA;,1
2802, ryerson unit sign contract uswa, ryerson tull inc unit joseph ryerson son inc said sign three year agreement unit steelwork america cover ryerson plant agreement cover employe replac prior agreement expir juli ryerson tull percent own inland steel industri inc chicago newsdesk,1996-08-20,E41;ECAT;GCAT;GJOB;,I22100;I31000;,USA;,0
2803, secur capit set right offer, secur capit industri trust said tuesday commenc right offer sharehold buy common share price per share secur capit sharehold record august receiv dividend one right share held compani said twelv right requir purchas one secur capit share right offer expir septemb compani said end compani second quarter compani approxim million share outstand proce offer use repay borrow secur capit million unsecur revolv line bank credit invest addit distribut properti target market secur capit group inc secur capit princip sharehold owner real estat invest trust manag agre exercis full right may seek buy addit share compani said,1996-08-20,C17;C171;CCAT;,I81502;I8150206;,USA;,1
2804, u stockpil sell zinc averag lb, u defens nation stockpil center sold pound surplu zinc tuesday averag per pound award price per pound follow trademet inc lb trademet inc lb hochschild partner lb sipi metal corp sipi metal corp trademet inc lb hochschild partner lb trademet inc lb sipi metal corp lb sipi metal corp lb trademet inc lb talli metal sale inc lb colwel kennedi lb talli metal sale inc lb schumann co lb trademet inc lb hochschild partner lb washington commod desk,1996-08-20,M14;M142;MCAT;,I81502;I8150206;,USA;,0
2805, emerson radio corp q net loss widen, shr loss loss net loss loss net rev avg shr data except per share number new york newsdesk,1996-08-20,C15;C151;CCAT;,I34540;,USA;,1
2806, dyneco sign lockhe agreement, dyneco corp said tuesday sign research develop agreement lockhe martin energi research corp support u depart energi hybrid electr vehicl program dyneco orbit vane compressor test lockhe martin appear suitabl vehicl dyneco lockhe work togeth design fabric valid compressor dyneco said chicago newsdesk,1996-08-20,C33;CCAT;,I32830;I36400;,USA;,1
